0.0	15.0
6.25	25.0
0.0	23.0
5.0	12.0
0.0	12.0
3.84615384615	17.0
0.0	12.0
0.0	10.0
0.0	13.0
0.0	13.0
0.0	12.0
4.0	13.0
0.0	8.0
4.16666666667	15.0
0.0	11.0
4.7619047619	13.0
4.34782608696	17.0
15.0	12.0
0.0	13.0
0.0	14.0
5.55555555556	11.0
0.0	16.0
0.0	10.0
0.0	12.0
5.0	14.0
0.0	11.0
0.0	17.0
0.0	11.0
4.34782608696	14.0
0.0	16.0
0.0	14.0
5.0	13.0
0.0	19.0
5.0	14.0
0.0	16.0
5.0	11.0
4.16666666667	16.0
0.0	9.0
14.2857142857	13.0
5.88235294118	10.0
0.0	19.0
9.09090909091	13.0
4.34782608696	14.0
3.84615384615	17.0
4.54545454545	14.0
